epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
1,0.8409,0.6575,74.71,0.8362,0.8017,0.9697,0.7922,0.7821,0.8014,0.8701,0.6487,0.8723,0.6901,0.7857,0.7186,0.7630
2,0.5585,0.5449,81.02,0.9025,0.8824,0.9831,0.8758,0.8637,0.9135,0.8964,0.5538,0.8602,0.7859,0.8324,0.8563,0.9538
3,0.4462,0.5178,80.48,0.9081,0.9031,0.9930,0.8705,0.8557,0.9202,0.9059,0.6076,0.9179,0.7183,0.7170,0.9371,0.9306
4,0.3758,0.5180,82.29,0.8984,0.9103,0.9890,0.8387,0.8554,0.8812,0.9160,0.7532,0.9878,0.6676,0.8269,0.8713,0.8382
5,0.3006,0.6943,77.50,0.8837,0.8297,0.9712,0.8757,0.8806,0.9148,0.8300,0.9335,0.7538,0.8169,0.7830,0.8743,0.5029
6,0.2479,0.5526,82.73,0.9181,0.9026,0.9903,0.8716,0.8939,0.9471,0.9031,0.5601,0.9331,0.8113,0.8654,0.8293,0.9451
7,0.1973,0.5255,82.68,0.9099,0.9006,0.9889,0.8825,0.8473,0.9354,0.9048,0.8734,0.9818,0.8338,0.7033,0.8263,0.7601
8,0.1601,0.7047,79.84,0.8945,0.8620,0.9910,0.8267,0.8549,0.9310,0.9011,0.6297,0.9574,0.5915,0.9258,0.7186,0.9566
9,0.1292,0.6376,82.14,0.9076,0.8994,0.9927,0.8452,0.8721,0.9180,0.9184,0.7310,0.9878,0.5662,0.8681,0.9401,0.8439
10,0.0878,0.5421,84.20,0.9196,0.9197,0.9920,0.8653,0.8869,0.9290,0.9249,0.8576,0.9605,0.7746,0.7692,0.9072,0.7977
11,0.0781,0.6715,80.87,0.8938,0.8682,0.9908,0.8376,0.8270,0.9242,0.9150,0.7975,0.9635,0.6000,0.8599,0.7754,0.8642
12,0.0586,0.5705,84.88,0.9196,0.9170,0.9888,0.8798,0.8761,0.9345,0.9215,0.8576,0.9514,0.7859,0.8049,0.8473,0.8555
13,0.0494,0.5600,86.01,0.9270,0.9161,0.9901,0.8827,0.8939,0.9520,0.9274,0.8006,0.9757,0.8620,0.7637,0.8862,0.8786
14,0.0400,0.5693,85.23,0.9235,0.9286,0.9912,0.8820,0.8735,0.9431,0.9226,0.8418,0.9848,0.8282,0.8352,0.7964,0.8324
15,0.0358,0.5864,85.67,0.9253,0.9225,0.9894,0.8841,0.8800,0.9451,0.9307,0.8133,0.9818,0.8451,0.7967,0.8204,0.8873
16,0.0309,0.5951,84.88,0.9238,0.9187,0.9919,0.8796,0.8895,0.9494,0.9136,0.8386,0.9909,0.7127,0.8544,0.8743,0.8324
17,0.0278,0.5726,85.18,0.9288,0.9283,0.9938,0.8822,0.8990,0.9468,0.9230,0.8987,0.9666,0.7859,0.8544,0.8323,0.7832
18,0.0171,0.6151,85.62,0.9254,0.9226,0.9916,0.8821,0.8880,0.9536,0.9145,0.8386,0.9818,0.7718,0.8846,0.8473,0.8179
19,0.0111,0.5819,86.50,0.9312,0.9280,0.9926,0.8843,0.9033,0.9560,0.9232,0.8449,0.9848,0.8028,0.8819,0.8533,0.8266
20,0.0130,0.6283,85.81,0.9235,0.9257,0.9922,0.8793,0.8722,0.9470,0.9242,0.8576,0.9878,0.8394,0.7995,0.8383,0.8353
21,0.0085,0.6337,85.67,0.9246,0.9257,0.9898,0.8806,0.8813,0.9461,0.9243,0.8070,0.9818,0.7972,0.8489,0.8443,0.8642
22,0.0063,0.5914,86.15,0.9279,0.9244,0.9913,0.8827,0.8936,0.9568,0.9187,0.8291,0.9848,0.8366,0.8269,0.8593,0.8382
23,0.0067,0.5726,86.84,0.9332,0.9290,0.9924,0.8887,0.8991,0.9565,0.9336,0.8671,0.9878,0.8000,0.8489,0.8683,0.8468
24,0.0046,0.5653,87.28,0.9349,0.9263,0.9892,0.8976,0.9052,0.9603,0.9308,0.8354,0.9757,0.8394,0.8324,0.8772,0.8815
25,0.0024,0.5715,86.89,0.9356,0.9287,0.9904,0.8942,0.9091,0.9599,0.9314,0.8576,0.9818,0.8000,0.8489,0.8683,0.8642
26,0.0027,0.5869,87.23,0.9347,0.9293,0.9916,0.8901,0.9040,0.9590,0.9343,0.8481,0.9757,0.8056,0.8516,0.8832,0.8757
27,0.0027,0.5848,86.84,0.9337,0.9240,0.9927,0.8915,0.9019,0.9606,0.9318,0.8354,0.9818,0.8000,0.8352,0.8743,0.8902
28,0.0024,0.5855,87.04,0.9355,0.9291,0.9926,0.8937,0.9041,0.9624,0.9312,0.8323,0.9848,0.7887,0.8654,0.8772,0.8786
29,0.0018,0.5657,86.84,0.9371,0.9281,0.9920,0.8979,0.9081,0.9626,0.9338,0.8766,0.9757,0.8141,0.8269,0.8862,0.8410
30,0.0022,0.5817,86.99,0.9365,0.9269,0.9929,0.8983,0.9030,0.9624,0.9353,0.8228,0.9878,0.8056,0.8379,0.8982,0.8728
31,0.0019,0.6057,86.79,0.9333,0.9264,0.9915,0.8923,0.8977,0.9629,0.9291,0.8323,0.9909,0.8169,0.8132,0.8952,0.8671
32,0.0016,0.5890,86.89,0.9369,0.9281,0.9905,0.8983,0.9085,0.9622,0.9340,0.8671,0.9787,0.8113,0.8324,0.8623,0.8699
33,0.0017,0.5905,86.69,0.9365,0.9281,0.9923,0.8960,0.9090,0.9607,0.9328,0.8544,0.9909,0.8000,0.8214,0.8862,0.8584
34,0.0016,0.6066,86.74,0.9357,0.9307,0.9908,0.8943,0.9062,0.9586,0.9336,0.8734,0.9848,0.8141,0.8352,0.8743,0.8324
35,0.0019,0.6002,87.67,0.9359,0.9245,0.9922,0.8953,0.9057,0.9623,0.9352,0.8481,0.9787,0.8225,0.8132,0.8952,0.9104
36,0.0014,0.5991,87.28,0.9367,0.9281,0.9913,0.8960,0.9099,0.9612,0.9337,0.8323,0.9878,0.8197,0.8269,0.8832,0.8931
37,0.0015,0.5907,87.23,0.9373,0.9319,0.9912,0.8958,0.9091,0.9625,0.9333,0.8481,0.9878,0.8225,0.8407,0.8862,0.8555
38,0.0013,0.5952,87.08,0.9377,0.9324,0.9908,0.8969,0.9095,0.9614,0.9350,0.8513,0.9909,0.8141,0.8462,0.8683,0.8613
39,0.0011,0.6043,87.67,0.9363,0.9295,0.9911,0.8958,0.9022,0.9639,0.9351,0.8608,0.9878,0.8000,0.8462,0.8832,0.8902
40,0.0015,0.5968,87.57,0.9366,0.9323,0.9911,0.8950,0.9046,0.9631,0.9333,0.8544,0.9878,0.8113,0.8489,0.8982,0.8613
41,0.0009,0.5838,87.77,0.9382,0.9342,0.9912,0.8949,0.9077,0.9640,0.9372,0.8544,0.9878,0.8310,0.8214,0.9072,0.8728
42,0.0015,0.5853,87.18,0.9382,0.9313,0.9917,0.8949,0.9109,0.9644,0.9361,0.8703,0.9818,0.8197,0.8324,0.8802,0.8555
43,0.0014,0.5938,87.62,0.9382,0.9313,0.9918,0.8958,0.9104,0.9633,0.9364,0.8418,0.9878,0.8254,0.8297,0.9042,0.8757
44,0.0010,0.6055,87.23,0.9376,0.9312,0.9920,0.8938,0.9081,0.9621,0.9386,0.8323,0.9848,0.8113,0.8379,0.8952,0.8786
45,0.0012,0.6127,86.94,0.9380,0.9342,0.9924,0.8931,0.9078,0.9613,0.9392,0.8608,0.9878,0.7972,0.8571,0.8563,0.8642
46,0.0008,0.6024,87.43,0.9377,0.9311,0.9923,0.8938,0.9081,0.9631,0.9376,0.8418,0.9878,0.8113,0.8379,0.8862,0.8873
47,0.0009,0.6048,86.99,0.9377,0.9339,0.9914,0.8926,0.9056,0.9641,0.9383,0.8671,0.9818,0.8141,0.8297,0.9162,0.8208
48,0.0011,0.5958,87.67,0.9375,0.9310,0.9925,0.8923,0.9060,0.9648,0.9386,0.8639,0.9878,0.8225,0.8324,0.9072,0.8555
49,0.0008,0.5983,87.38,0.9388,0.9333,0.9915,0.8950,0.9095,0.9643,0.9390,0.8671,0.9818,0.8394,0.8187,0.8772,0.8671
50,0.0009,0.6036,87.82,0.9377,0.9313,0.9926,0.8941,0.9070,0.9640,0.9370,0.8576,0.9909,0.8056,0.8462,0.9012,0.8757
