epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
39,0.0016,0.6114,88.06,0.9324,0.9355,0.9917,0.8846,0.8924,0.9599,0.9301,0.8608,0.9848,0.8056,0.8599,0.8892,0.8902
40,0.0014,0.6308,87.72,0.9318,0.9358,0.9913,0.8788,0.8896,0.9633,0.9317,0.8766,0.9878,0.8056,0.8681,0.8862,0.8468
41,0.0010,0.6207,87.72,0.9327,0.9361,0.9922,0.8817,0.8919,0.9628,0.9318,0.8544,0.9848,0.8451,0.8104,0.8772,0.8988
42,0.0013,0.6264,87.33,0.9335,0.9375,0.9922,0.8829,0.8941,0.9630,0.9316,0.8639,0.9848,0.8254,0.8407,0.8653,0.8671
43,0.0013,0.6623,87.52,0.9290,0.9366,0.9915,0.8743,0.8841,0.9545,0.9327,0.8671,0.9848,0.8197,0.8379,0.8653,0.8844
44,0.0078,0.6879,87.28,0.9272,0.9223,0.9924,0.8777,0.8964,0.9518,0.9225,0.8038,0.9848,0.8338,0.8214,0.8952,0.9017
45,0.0027,0.6392,87.82,0.9330,0.9333,0.9930,0.8820,0.9017,0.9573,0.9307,0.8354,0.9818,0.8338,0.8462,0.8862,0.8902
46,0.0026,0.6645,87.23,0.9307,0.9311,0.9928,0.8797,0.8945,0.9562,0.9300,0.8291,0.9818,0.8056,0.8736,0.8653,0.8815
47,0.0021,0.6586,87.23,0.9314,0.9346,0.9934,0.8805,0.8924,0.9568,0.9305,0.8734,0.9818,0.8423,0.8242,0.8413,0.8786
48,0.0016,0.6344,87.62,0.9342,0.9357,0.9935,0.8846,0.8990,0.9608,0.9313,0.8734,0.9818,0.8310,0.8379,0.8593,0.8815
49,0.0016,0.6567,87.38,0.9318,0.9336,0.9916,0.8847,0.8927,0.9581,0.9304,0.8101,0.9787,0.8225,0.8571,0.8832,0.8931
50,0.0014,0.6469,87.57,0.9327,0.9332,0.9931,0.8861,0.8938,0.9606,0.9293,0.8608,0.9848,0.8225,0.8407,0.8832,0.8699
