epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
46,0.0074,0.8378,85.57,0.9256,0.9236,0.9857,0.8813,0.8831,0.9471,0.9332,0.8418,0.9848,0.8789,0.7747,0.8683,0.7948
47,0.0037,0.8703,85.62,0.9264,0.9208,0.9866,0.8847,0.8878,0.9452,0.9335,0.8608,0.9818,0.7634,0.8516,0.8922,0.7977
48,0.0023,0.8662,87.28,0.9285,0.9243,0.9859,0.8823,0.8935,0.9491,0.9359,0.8291,0.9787,0.8676,0.7995,0.8922,0.8757
49,0.0027,0.8749,85.52,0.9257,0.9182,0.9866,0.8851,0.8848,0.9454,0.9343,0.8070,0.9787,0.8000,0.8297,0.8922,0.8295
50,0.0058,0.8671,85.67,0.9253,0.9187,0.9905,0.8870,0.8808,0.9363,0.9385,0.8513,0.9726,0.8056,0.8434,0.8443,0.8295
51,0.0071,0.8996,86.06,0.9220,0.9143,0.9885,0.8862,0.8780,0.9381,0.9266,0.7975,0.9696,0.8282,0.8324,0.8892,0.8497
52,0.0039,0.8403,86.99,0.9301,0.9205,0.9882,0.8906,0.8854,0.9579,0.9377,0.8070,0.9818,0.8225,0.8462,0.8952,0.8699
53,0.0040,0.8541,86.69,0.9302,0.9191,0.9876,0.8948,0.8902,0.9541,0.9351,0.7975,0.9818,0.8141,0.8214,0.8952,0.8960
54,0.0085,0.9812,82.78,0.9125,0.9030,0.9826,0.8797,0.8712,0.9292,0.9094,0.7184,0.9939,0.7690,0.8764,0.7844,0.8208
55,0.0118,0.8387,85.67,0.9265,0.9132,0.9891,0.8899,0.8917,0.9492,0.9261,0.7785,0.9696,0.7915,0.8709,0.8653,0.8642
56,0.0066,0.8683,85.91,0.9221,0.9018,0.9850,0.8839,0.8890,0.9549,0.9179,0.7785,0.9696,0.8310,0.8077,0.9162,0.8555
57,0.0022,0.8618,86.55,0.9279,0.9126,0.9854,0.8911,0.8944,0.9562,0.9279,0.8228,0.9726,0.8394,0.8187,0.8922,0.8526
58,0.0020,0.8340,86.25,0.9287,0.9095,0.9855,0.8924,0.8971,0.9630,0.9248,0.8165,0.9666,0.8451,0.7912,0.9162,0.8468
59,0.0034,0.8982,86.45,0.9276,0.9116,0.9850,0.8883,0.8965,0.9621,0.9218,0.8639,0.9757,0.8366,0.8214,0.8922,0.8064
60,0.0016,0.8576,86.30,0.9284,0.9131,0.9857,0.8935,0.8922,0.9598,0.9260,0.8006,0.9574,0.8113,0.8571,0.8922,0.8613
61,0.0028,0.9071,86.84,0.9280,0.9154,0.9861,0.8875,0.8931,0.9609,0.9253,0.8354,0.9818,0.8197,0.8407,0.8892,0.8497
62,0.0014,0.8783,86.35,0.9274,0.9105,0.9859,0.8885,0.8970,0.9623,0.9201,0.8006,0.9666,0.8113,0.8324,0.8922,0.8815
63,0.0010,0.8820,86.45,0.9284,0.9131,0.9861,0.8903,0.8979,0.9629,0.9199,0.8038,0.9726,0.8254,0.8214,0.8982,0.8699
64,0.0014,0.8821,86.69,0.9285,0.9152,0.9861,0.8880,0.8974,0.9576,0.9268,0.8544,0.9696,0.8197,0.8324,0.8952,0.8382
65,0.0014,0.9380,86.50,0.9276,0.9177,0.9857,0.8898,0.8943,0.9586,0.9192,0.8259,0.9909,0.7944,0.8434,0.9132,0.8295
66,0.0012,0.9178,86.35,0.9271,0.9117,0.9860,0.8886,0.8927,0.9582,0.9256,0.8101,0.9605,0.8141,0.8269,0.8922,0.8815
67,0.0010,0.9024,86.64,0.9294,0.9156,0.9871,0.8924,0.8979,0.9555,0.9278,0.8228,0.9726,0.8254,0.8434,0.8832,0.8555
68,0.0013,0.9197,86.40,0.9279,0.9134,0.9866,0.8862,0.8990,0.9545,0.9276,0.8671,0.9818,0.8310,0.8297,0.8922,0.7919
69,0.0010,0.9555,86.30,0.9267,0.9133,0.9860,0.8870,0.8924,0.9572,0.9245,0.8038,0.9696,0.8028,0.8379,0.9012,0.8671
70,0.0018,0.9005,85.96,0.9256,0.9072,0.9844,0.8867,0.8952,0.9547,0.9255,0.8259,0.9544,0.8310,0.8104,0.8862,0.8555
71,0.0010,0.9616,85.81,0.9287,0.9088,0.9861,0.8879,0.9036,0.9597,0.9260,0.8481,0.9726,0.8000,0.8434,0.9012,0.7919
72,0.0110,0.8879,84.98,0.9210,0.9113,0.9847,0.8761,0.8885,0.9464,0.9188,0.8608,0.9818,0.7944,0.8544,0.8293,0.7861
73,0.0100,0.9007,85.32,0.9242,0.9140,0.9865,0.8820,0.8891,0.9462,0.9275,0.8291,0.9787,0.8507,0.8132,0.8413,0.8121
74,0.0066,0.8305,86.25,0.9266,0.9163,0.9875,0.8858,0.8884,0.9477,0.9341,0.8481,0.9696,0.8113,0.8352,0.8982,0.8208
75,0.0059,0.8171,85.67,0.9281,0.9180,0.9893,0.8889,0.8902,0.9451,0.9374,0.8196,0.9574,0.8113,0.8269,0.8743,0.8555
