epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
1,1.2275,1.0996,57.83,0.6793,0.6749,0.9298,0.6421,0.6797,0.4819,0.6674,0.4684,0.9726,0.5859,0.8132,0.2305,0.3844
2,0.8640,0.8149,68.15,0.7641,0.7699,0.9400,0.7531,0.7258,0.5821,0.8136,0.6646,0.9301,0.5887,0.7665,0.5030,0.6387
3,0.7231,0.6718,74.90,0.8250,0.8236,0.9538,0.8021,0.7567,0.7499,0.8637,0.8038,0.9058,0.6789,0.8022,0.5838,0.7254
4,0.6203,0.8499,67.86,0.7857,0.7633,0.8477,0.7696,0.7557,0.7730,0.8047,0.7722,0.5289,0.8535,0.5769,0.5479,0.7890
5,0.5484,0.5798,77.01,0.8754,0.9041,0.9788,0.8436,0.7706,0.8422,0.9129,0.8196,0.9392,0.7718,0.3956,0.8922,0.8382
6,0.5066,0.6771,74.95,0.8841,0.8920,0.9779,0.8602,0.7942,0.8866,0.8935,0.6171,0.9240,0.7606,0.3626,0.9641,0.8931
7,0.4573,0.4250,85.37,0.9210,0.9191,0.9840,0.8839,0.8757,0.9337,0.9297,0.8386,0.9453,0.7634,0.8462,0.8413,0.8931
8,0.4186,0.6514,78.33,0.9047,0.9114,0.9819,0.8686,0.8507,0.9056,0.9099,0.9335,0.9787,0.6986,0.8901,0.6347,0.5780
9,0.3818,0.5154,81.65,0.9068,0.9242,0.9795,0.8575,0.8683,0.8937,0.9173,0.8259,0.8815,0.6338,0.8599,0.8353,0.8699
10,0.3415,0.4482,84.64,0.9297,0.9326,0.9884,0.8952,0.8871,0.9380,0.9370,0.7848,0.9909,0.8873,0.8187,0.7784,0.8179
11,0.3162,0.5353,83.46,0.9170,0.9347,0.9790,0.8665,0.8456,0.9411,0.9350,0.8006,0.9544,0.5155,0.9231,0.9132,0.9104
12,0.2752,0.5778,80.53,0.9059,0.9090,0.9811,0.8468,0.8705,0.9048,0.9232,0.8671,0.9848,0.7211,0.8984,0.6826,0.6850
13,0.2392,0.5187,82.73,0.9138,0.8947,0.9909,0.8493,0.8785,0.9342,0.9354,0.7595,0.9726,0.7380,0.6648,0.9281,0.9162
14,0.1996,0.8624,76.03,0.8774,0.8494,0.9862,0.8432,0.7702,0.9130,0.9026,0.9241,0.9453,0.7070,0.4478,0.8593,0.7225
15,0.1650,0.5444,86.40,0.9286,0.9055,0.9891,0.9014,0.8893,0.9543,0.9320,0.7089,0.9696,0.8620,0.8544,0.8293,0.9509
16,0.1484,0.4365,87.13,0.9358,0.9369,0.9914,0.8899,0.8875,0.9573,0.9516,0.8006,0.9635,0.8169,0.8187,0.9072,0.9249
17,0.1050,0.5304,85.81,0.9289,0.9089,0.9888,0.8986,0.8906,0.9515,0.9352,0.7627,0.9666,0.8592,0.8132,0.8323,0.9133
18,0.0986,0.7253,83.81,0.9133,0.8765,0.9885,0.8689,0.8795,0.9493,0.9173,0.9272,0.9666,0.8113,0.8434,0.8084,0.6850
19,0.0825,0.5844,85.91,0.9280,0.9222,0.9871,0.8873,0.8828,0.9523,0.9365,0.8703,0.9453,0.8394,0.7720,0.8952,0.8439
20,0.0724,0.7486,83.90,0.9168,0.9036,0.9870,0.8651,0.8781,0.9402,0.9267,0.8956,0.9666,0.8169,0.7775,0.8862,0.7081
21,0.0872,0.6011,85.32,0.9274,0.9358,0.9885,0.8744,0.8653,0.9553,0.9450,0.9051,0.9635,0.7099,0.8846,0.9042,0.7659
22,0.0585,0.6654,86.45,0.9287,0.9172,0.9905,0.8924,0.8909,0.9492,0.9318,0.8924,0.9726,0.8423,0.8544,0.8353,0.7977
23,0.0620,0.6538,84.88,0.9279,0.9122,0.9920,0.8893,0.8898,0.9540,0.9304,0.8196,0.9878,0.7915,0.8901,0.7725,0.8324
24,0.0385,0.7676,84.10,0.9213,0.9051,0.9891,0.8899,0.8787,0.9305,0.9344,0.7532,0.9726,0.8620,0.8077,0.7545,0.8931
25,0.0525,0.8475,83.61,0.9090,0.8908,0.9869,0.8521,0.8652,0.9366,0.9225,0.6899,0.9726,0.7944,0.8736,0.8713,0.8092
26,0.0520,0.6760,86.35,0.9295,0.9287,0.9903,0.8848,0.8741,0.9533,0.9456,0.8544,0.9696,0.7239,0.8791,0.8922,0.8699
27,0.0370,1.0429,82.49,0.9014,0.8857,0.9841,0.8549,0.8364,0.9371,0.9103,0.8892,0.9331,0.6423,0.9203,0.8353,0.7399
28,0.0447,0.7482,84.00,0.9130,0.9092,0.9865,0.8654,0.8796,0.9126,0.9246,0.7943,0.9483,0.7972,0.8077,0.8443,0.8526
29,0.0481,0.7532,83.90,0.9215,0.9107,0.9817,0.8877,0.8822,0.9411,0.9254,0.8734,0.8693,0.7042,0.8434,0.8683,0.8844
30,0.0373,0.7998,85.23,0.9163,0.8993,0.9914,0.8815,0.8559,0.9451,0.9247,0.8671,0.9787,0.8423,0.7967,0.8802,0.7601
