epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
1,1.1157,1.1757,62.67,0.6953,0.7730,0.7738,0.7401,0.7205,0.7281,0.4359,0.7816,0.4498,0.7211,0.7198,0.4491,0.6301
2,0.7656,0.7924,74.22,0.8060,0.7483,0.8913,0.8108,0.7566,0.8084,0.8208,0.7215,0.9422,0.7183,0.6538,0.8593,0.5751
3,0.6563,0.6512,77.10,0.8576,0.8268,0.9356,0.8357,0.8263,0.8661,0.8551,0.8038,0.8085,0.7211,0.7967,0.7126,0.7861
4,0.6536,0.6651,74.85,0.8437,0.8167,0.9580,0.7935,0.8025,0.8730,0.8185,0.6044,0.9574,0.6451,0.8599,0.7545,0.6647
5,0.6190,0.7040,73.68,0.8585,0.8551,0.9870,0.7738,0.8095,0.8565,0.8693,0.8386,0.9787,0.5972,0.4505,0.9311,0.6705
6,0.5204,0.9538,77.10,0.8530,0.7952,0.9765,0.8576,0.8438,0.8795,0.7652,0.8956,0.7629,0.7718,0.7363,0.7874,0.6850
7,0.5138,0.7065,72.70,0.8296,0.7878,0.9108,0.8076,0.8220,0.8296,0.8197,0.6361,0.6809,0.6141,0.8352,0.7515,0.8324
8,0.5485,0.8247,80.43,0.8586,0.7963,0.7537,0.8759,0.8715,0.9325,0.9220,0.7342,0.9939,0.7521,0.8379,0.8593,0.6532
9,0.4650,0.8836,76.52,0.8394,0.8337,0.9065,0.8904,0.8769,0.7577,0.7713,0.7247,0.5502,0.8394,0.6593,0.9192,0.8931
10,0.4468,0.4764,82.88,0.9109,0.9119,0.9839,0.8729,0.8798,0.9139,0.9032,0.8671,0.9392,0.6310,0.8874,0.8473,0.8121
11,0.4372,0.3938,85.91,0.9364,0.9368,0.9909,0.9018,0.9035,0.9535,0.9321,0.7247,0.9848,0.8225,0.8132,0.8772,0.9306
12,0.4065,0.7627,81.07,0.8743,0.9340,0.8550,0.8729,0.7500,0.9207,0.9132,0.7816,0.7964,0.7718,0.8571,0.8144,0.8382
13,0.3879,0.4497,84.78,0.9256,0.9296,0.9828,0.8782,0.8976,0.9495,0.9157,0.8449,0.9878,0.7606,0.8599,0.8533,0.7890
14,0.3595,0.4069,86.30,0.9373,0.9436,0.9838,0.8984,0.9078,0.9503,0.9399,0.7563,0.9878,0.8479,0.8187,0.8772,0.8902
15,0.3506,0.4309,84.25,0.9231,0.9312,0.9889,0.8696,0.8805,0.9435,0.9249,0.8386,0.8754,0.7465,0.8544,0.8443,0.8988
16,0.3339,0.5675,79.60,0.8977,0.8846,0.9863,0.8715,0.8133,0.9297,0.9010,0.8924,0.9818,0.7465,0.6429,0.8503,0.6908
17,0.3698,0.4320,85.37,0.9217,0.9282,0.9872,0.8817,0.8861,0.9232,0.9240,0.7785,0.9635,0.7718,0.8489,0.8772,0.8844
18,0.3118,0.4031,84.69,0.9282,0.9352,0.9933,0.8598,0.8942,0.9581,0.9284,0.8987,0.9787,0.7662,0.8077,0.9192,0.7283
19,0.2775,0.4486,85.67,0.9242,0.9297,0.9847,0.8837,0.8904,0.9467,0.9098,0.8165,0.9179,0.8423,0.7912,0.8563,0.9191
20,0.3856,0.5221,80.92,0.9014,0.8889,0.9802,0.8779,0.8396,0.9138,0.9081,0.8703,0.9787,0.6254,0.7940,0.8443,0.7630
21,0.3614,0.4871,85.37,0.9191,0.8859,0.9673,0.8900,0.9033,0.9659,0.9021,0.6962,0.9574,0.8451,0.8269,0.8922,0.8988
22,0.3222,0.5953,85.23,0.9105,0.9371,0.9538,0.8950,0.7729,0.9660,0.9381,0.8228,0.8997,0.8056,0.9093,0.7904,0.8815
23,0.2431,0.4805,84.10,0.9320,0.9166,0.9942,0.8989,0.8944,0.9681,0.9195,0.9335,0.9726,0.8056,0.8489,0.8503,0.6503
24,0.2003,1.7504,82.58,0.8448,0.9362,0.8172,0.8787,0.8833,0.6183,0.9352,0.8734,0.6960,0.7718,0.8049,0.9281,0.8844
25,0.2627,0.4877,84.98,0.9257,0.9298,0.9708,0.8737,0.8897,0.9538,0.9366,0.8734,0.9757,0.7859,0.8709,0.8204,0.7803
