epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
28,0.0177,0.5843,84.05,0.9147,0.9060,0.9879,0.8617,0.8674,0.9467,0.9185,0.8576,0.9848,0.7887,0.7747,0.8862,0.7659
29,0.0197,0.5871,83.76,0.9121,0.9109,0.9869,0.8526,0.8656,0.9411,0.9156,0.7785,0.9818,0.7831,0.8049,0.8593,0.8237
30,0.0190,0.6017,84.34,0.9099,0.8981,0.9896,0.8485,0.8714,0.9414,0.9104,0.7405,0.9818,0.8028,0.7940,0.8683,0.8757
31,0.0183,0.5991,83.71,0.9142,0.9017,0.9870,0.8658,0.8695,0.9484,0.9131,0.8449,0.9787,0.7718,0.7308,0.9431,0.7717
32,0.0231,0.6009,84.15,0.9143,0.9114,0.9881,0.8593,0.8672,0.9405,0.9189,0.8038,0.9787,0.8141,0.7885,0.8623,0.8092
33,0.0157,0.6167,83.86,0.9107,0.9103,0.9860,0.8495,0.8598,0.9430,0.9154,0.7563,0.9848,0.7634,0.8077,0.8982,0.8266
34,0.0202,0.6235,84.00,0.9091,0.9074,0.9878,0.8451,0.8584,0.9415,0.9142,0.7785,0.9848,0.8000,0.8242,0.8413,0.8150
35,0.0173,0.5923,84.44,0.9132,0.9064,0.9893,0.8610,0.8606,0.9412,0.9208,0.8101,0.9848,0.7915,0.7802,0.9042,0.8064
36,0.0147,0.5902,84.00,0.9139,0.9084,0.9905,0.8607,0.8662,0.9416,0.9161,0.8038,0.9848,0.7606,0.7885,0.9012,0.8121
37,0.0105,0.5924,84.34,0.9171,0.9095,0.9904,0.8666,0.8774,0.9430,0.9158,0.8070,0.9909,0.7408,0.8352,0.8922,0.8035
38,0.0167,0.6275,84.10,0.9125,0.9055,0.9864,0.8610,0.8683,0.9448,0.9088,0.6930,0.9818,0.8028,0.8187,0.8653,0.8815
39,0.0121,0.6270,84.20,0.9057,0.9087,0.9891,0.8338,0.8568,0.9249,0.9205,0.7753,0.9848,0.7493,0.8077,0.8892,0.8526
40,0.0103,0.6351,83.17,0.9134,0.9080,0.9876,0.8589,0.8709,0.9338,0.9211,0.7911,0.9848,0.7437,0.8819,0.7904,0.8006
41,0.0136,0.6092,84.39,0.9140,0.9098,0.9872,0.8634,0.8589,0.9467,0.9179,0.8386,0.9818,0.7887,0.7912,0.8563,0.8179
42,0.0128,0.5808,85.32,0.9176,0.9117,0.9911,0.8607,0.8753,0.9451,0.9219,0.7816,0.9787,0.8197,0.8049,0.8772,0.8613
43,0.0093,0.6310,84.25,0.9111,0.9083,0.9879,0.8416,0.8715,0.9371,0.9202,0.7468,0.9848,0.7408,0.8407,0.8653,0.8786
44,0.0111,0.5782,84.93,0.9192,0.9153,0.9907,0.8670,0.8715,0.9476,0.9228,0.8228,0.9757,0.7662,0.8242,0.8922,0.8237
45,0.0084,0.6061,85.13,0.9169,0.9163,0.9888,0.8642,0.8751,0.9418,0.9151,0.8703,0.9726,0.7831,0.7995,0.8772,0.8179
46,0.0078,0.6117,84.78,0.9147,0.9082,0.9909,0.8579,0.8674,0.9436,0.9202,0.8196,0.9787,0.7803,0.8379,0.8772,0.8006
47,0.0104,0.6835,82.63,0.9015,0.9060,0.9766,0.8455,0.8625,0.9286,0.8901,0.8323,0.9453,0.7127,0.8379,0.8503,0.7890
48,0.0070,0.6254,84.69,0.9183,0.9140,0.9891,0.8661,0.8717,0.9470,0.9221,0.7848,0.9848,0.7577,0.8297,0.9042,0.8266
49,0.0081,0.6388,85.03,0.9121,0.9136,0.9871,0.8519,0.8586,0.9440,0.9175,0.8038,0.9787,0.7746,0.8022,0.9102,0.8410
50,0.0093,0.6097,85.67,0.9195,0.9149,0.9900,0.8640,0.8759,0.9483,0.9239,0.7975,0.9818,0.7746,0.8269,0.8922,0.8728
