epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
17,0.3534,0.4957,84.10,0.9211,0.9232,0.9800,0.8687,0.8935,0.9330,0.9284,0.8070,0.9574,0.9183,0.6346,0.8323,0.9075
18,0.3307,0.4875,83.22,0.9068,0.9195,0.9783,0.8704,0.8377,0.9148,0.9198,0.8354,0.9271,0.7887,0.7198,0.9072,0.8295
19,0.3201,0.5565,82.00,0.9065,0.9034,0.9855,0.8616,0.8650,0.8986,0.9251,0.8291,0.9726,0.8761,0.5797,0.8653,0.8179
20,0.2870,0.5607,83.02,0.9086,0.9139,0.9834,0.8474,0.8569,0.9254,0.9248,0.8070,0.9818,0.7352,0.8489,0.7814,0.8324
21,0.2658,0.5392,83.46,0.9095,0.9043,0.9835,0.8509,0.8687,0.9254,0.9240,0.7722,0.9119,0.7859,0.7885,0.8802,0.8728
22,0.2336,0.6294,80.19,0.8961,0.8943,0.9784,0.8294,0.8488,0.9064,0.9195,0.9146,0.9696,0.5775,0.8544,0.8832,0.6358
23,0.2145,0.6446,81.46,0.9004,0.9044,0.9770,0.8365,0.8623,0.9101,0.9122,0.7911,0.9666,0.7127,0.8379,0.8832,0.7052
24,0.2020,0.5907,83.81,0.9095,0.9058,0.9798,0.8613,0.8637,0.9200,0.9264,0.8291,0.9088,0.7493,0.7500,0.8922,0.9104
25,0.1598,0.6874,82.58,0.9050,0.9080,0.9845,0.8409,0.8564,0.9259,0.9142,0.8987,0.9666,0.7211,0.8654,0.7665,0.7486
26,0.1812,0.8604,78.42,0.8793,0.8825,0.9749,0.8155,0.8004,0.8995,0.9032,0.6108,0.9544,0.8704,0.6016,0.8713,0.8006
27,0.1454,0.7248,81.60,0.8980,0.9089,0.9816,0.8209,0.8580,0.8973,0.9214,0.8418,0.9848,0.8563,0.6841,0.7904,0.7543
28,0.1463,0.7505,82.68,0.9004,0.8904,0.9764,0.8287,0.8771,0.9142,0.9158,0.6867,0.8845,0.8085,0.8104,0.8593,0.9046
29,0.1609,0.6947,83.95,0.9047,0.9071,0.9832,0.8436,0.8533,0.9237,0.9175,0.7722,0.9453,0.8310,0.7665,0.8263,0.8988
30,0.1320,0.8124,81.51,0.8995,0.9118,0.9756,0.8452,0.8648,0.9135,0.8860,0.9146,0.8784,0.7775,0.7335,0.8533,0.7514
31,0.1188,0.7813,82.93,0.8996,0.9255,0.9785,0.8036,0.8575,0.9144,0.9178,0.9082,0.9392,0.7690,0.6786,0.9102,0.7948
32,0.1059,0.8408,80.92,0.8772,0.8900,0.9736,0.8048,0.8088,0.8707,0.9155,0.7943,0.9422,0.6930,0.7335,0.8713,0.8353
33,0.1165,0.8639,80.58,0.8864,0.8808,0.9605,0.8371,0.8281,0.9089,0.9027,0.8165,0.9240,0.6676,0.6923,0.8862,0.8671
34,0.0850,1.0306,79.65,0.8786,0.8772,0.9734,0.8183,0.8354,0.8900,0.8774,0.6741,0.9453,0.7887,0.7995,0.7365,0.8295
35,0.1022,0.7742,84.49,0.9084,0.9125,0.9835,0.8427,0.8681,0.9247,0.9190,0.8418,0.9605,0.8620,0.7335,0.8533,0.8295
36,0.0896,0.9280,81.70,0.8918,0.9198,0.9754,0.7959,0.8421,0.9103,0.9075,0.7215,0.9453,0.8423,0.6868,0.8503,0.8613
37,0.0782,0.8064,83.71,0.9077,0.9263,0.9771,0.8194,0.8711,0.9226,0.9296,0.7911,0.9605,0.8366,0.7225,0.8802,0.8410
38,0.0966,0.8740,83.56,0.8927,0.9005,0.9743,0.8059,0.8544,0.9253,0.8955,0.8513,0.9271,0.7127,0.8462,0.8533,0.8324
39,0.0773,0.8558,83.12,0.9079,0.9158,0.9792,0.8399,0.8708,0.9259,0.9160,0.7848,0.9362,0.8056,0.6868,0.9102,0.8757
40,0.0733,0.9898,81.90,0.8960,0.8999,0.9795,0.8282,0.8323,0.9220,0.9141,0.8165,0.9331,0.8310,0.6703,0.8234,0.8526
41,0.0613,1.0420,82.63,0.8944,0.9227,0.9823,0.7885,0.8395,0.9082,0.9252,0.8006,0.9574,0.6085,0.8544,0.8683,0.8786
42,0.0830,0.9233,82.58,0.9001,0.9064,0.9845,0.8271,0.8661,0.8994,0.9171,0.8639,0.9635,0.7014,0.7802,0.8353,0.8266
43,0.0919,0.9069,82.29,0.8949,0.9030,0.9804,0.8277,0.8340,0.9105,0.9139,0.7595,0.9605,0.8563,0.6813,0.8473,0.8410
44,0.0799,0.8502,83.56,0.9069,0.9136,0.9810,0.8445,0.8412,0.9291,0.9319,0.8196,0.9422,0.8394,0.7500,0.7934,0.8757
45,0.0555,0.8558,83.81,0.9101,0.9105,0.9857,0.8381,0.8664,0.9362,0.9239,0.7690,0.9666,0.7521,0.7857,0.9222,0.8410
46,0.0771,0.8679,83.07,0.8956,0.9006,0.9762,0.8157,0.8501,0.9050,0.9259,0.7975,0.9301,0.6901,0.7995,0.8892,0.8873
47,0.0525,1.0097,82.05,0.8908,0.9000,0.9817,0.8087,0.8280,0.9045,0.9218,0.8228,0.9787,0.6986,0.7582,0.9072,0.7746
48,0.0751,1.1315,82.78,0.8998,0.9048,0.9794,0.8213,0.8609,0.9267,0.9056,0.7880,0.8602,0.7070,0.8269,0.8623,0.9249
49,0.0535,0.9410,81.51,0.8981,0.8938,0.9827,0.8348,0.8409,0.9192,0.9173,0.8291,0.9666,0.8507,0.7060,0.7844,0.7659
50,0.0632,1.0250,83.12,0.8941,0.9197,0.9781,0.7992,0.8446,0.9012,0.9217,0.8323,0.9422,0.8028,0.6951,0.8653,0.8642
