epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
36,0.0151,0.7127,87.43,0.9350,0.9406,0.9910,0.8803,0.8852,0.9639,0.9492,0.8797,0.9909,0.8113,0.8077,0.8952,0.8728
37,0.0101,0.8116,87.52,0.9296,0.9308,0.9958,0.8696,0.8819,0.9538,0.9458,0.7975,0.9878,0.8254,0.8297,0.8862,0.9277
38,0.0084,0.7602,87.38,0.9383,0.9435,0.9953,0.8765,0.8902,0.9695,0.9549,0.8734,0.9818,0.8254,0.8379,0.8713,0.8613
39,0.0120,0.7656,87.08,0.9319,0.9422,0.9893,0.8698,0.8705,0.9599,0.9599,0.8544,0.9848,0.8563,0.7610,0.8713,0.9075
40,0.0117,0.8583,86.35,0.9304,0.9393,0.9905,0.8701,0.8872,0.9577,0.9377,0.8323,0.9818,0.7606,0.8462,0.8892,0.8786
41,0.0297,0.8995,86.64,0.9296,0.9206,0.9908,0.8797,0.8878,0.9593,0.9393,0.8924,0.9848,0.8451,0.7775,0.8802,0.8324
42,0.0173,0.7183,87.13,0.9376,0.9411,0.9920,0.8848,0.8874,0.9675,0.9530,0.8608,0.9878,0.8197,0.8049,0.8713,0.8931
43,0.0070,0.7723,88.21,0.9381,0.9322,0.9883,0.8960,0.8934,0.9675,0.9514,0.8386,0.9909,0.8113,0.8407,0.9072,0.9104
44,0.0117,0.7673,86.74,0.9342,0.9374,0.9883,0.8899,0.8817,0.9623,0.9460,0.8829,0.9909,0.8254,0.8214,0.8593,0.8353
45,0.0110,0.7983,87.52,0.9363,0.9370,0.9916,0.8845,0.8952,0.9620,0.9474,0.8481,0.9878,0.8479,0.8022,0.8952,0.8786
46,0.0138,0.7584,87.72,0.9328,0.9309,0.9906,0.8781,0.8897,0.9623,0.9451,0.8323,0.9878,0.7549,0.8681,0.8982,0.9277
47,0.0095,0.7737,87.57,0.9395,0.9441,0.9924,0.8841,0.8992,0.9726,0.9449,0.8671,0.9939,0.8394,0.8022,0.9132,0.8497
48,0.0151,0.7982,86.55,0.9307,0.9340,0.9892,0.8680,0.8873,0.9564,0.9494,0.8323,0.9909,0.8141,0.7940,0.8982,0.8728
49,0.0076,0.7010,87.62,0.9408,0.9408,0.9911,0.8856,0.9064,0.9692,0.9516,0.8481,0.9818,0.8141,0.8379,0.8952,0.8873
50,0.0026,0.7257,88.45,0.9432,0.9435,0.9909,0.8906,0.9081,0.9732,0.9529,0.8639,0.9878,0.8254,0.8654,0.8982,0.8728
