epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
23,0.0770,0.8408,81.56,0.8992,0.8684,0.9812,0.8530,0.8628,0.9199,0.9096,0.6203,0.9331,0.8310,0.8049,0.7365,0.9538
24,0.0744,0.7931,80.38,0.8977,0.9112,0.9653,0.8640,0.8224,0.9297,0.8938,0.9241,0.8116,0.7634,0.7115,0.8473,0.7832
25,0.0431,0.6727,86.99,0.9315,0.9421,0.9961,0.8824,0.8685,0.9527,0.9475,0.8956,0.9909,0.8282,0.8214,0.8653,0.8295
26,0.0571,1.1154,75.39,0.8805,0.8940,0.9795,0.8121,0.7690,0.9235,0.9049,0.9177,0.8480,0.5634,0.7692,0.7305,0.7168
27,0.0504,0.8679,83.56,0.9094,0.9302,0.9874,0.8452,0.8672,0.9127,0.9137,0.8481,0.9939,0.7662,0.8462,0.8293,0.7399
28,0.0491,0.6245,86.69,0.9350,0.9467,0.9932,0.8820,0.8844,0.9566,0.9471,0.8544,0.9909,0.7380,0.9093,0.8772,0.8382
29,0.0467,0.6264,85.76,0.9281,0.9296,0.9891,0.8697,0.9018,0.9548,0.9238,0.8070,0.9909,0.8141,0.8214,0.8383,0.8786
30,0.0441,0.7091,85.57,0.9277,0.9345,0.9914,0.8857,0.8689,0.9473,0.9387,0.8418,0.9483,0.8648,0.8104,0.7665,0.9046
31,0.0305,0.6730,87.52,0.9312,0.9354,0.9899,0.8894,0.8773,0.9602,0.9349,0.8228,0.9909,0.8028,0.8599,0.8772,0.9017
32,0.0374,0.5903,88.21,0.9402,0.9387,0.9945,0.8971,0.9035,0.9605,0.9469,0.8639,0.9848,0.8113,0.8764,0.8713,0.8902
33,0.0307,0.7978,86.55,0.9208,0.9210,0.9898,0.8630,0.8669,0.9417,0.9421,0.8196,0.9392,0.8394,0.7940,0.8563,0.9480
34,0.0446,0.7119,85.91,0.9227,0.9273,0.9916,0.8647,0.8670,0.9569,0.9287,0.8354,0.9939,0.6789,0.9231,0.8713,0.8584
35,0.0318,0.6432,88.16,0.9332,0.9267,0.9913,0.8903,0.8868,0.9646,0.9397,0.8354,0.9726,0.8028,0.8956,0.8713,0.9133
36,0.0187,0.7817,86.11,0.9281,0.9316,0.9909,0.8831,0.8856,0.9493,0.9278,0.7563,0.9757,0.8169,0.8956,0.7994,0.9162
37,0.0320,0.7065,86.40,0.9319,0.9348,0.9922,0.8850,0.8848,0.9545,0.9401,0.8639,0.9696,0.8845,0.7555,0.8593,0.8613
38,0.0276,0.7836,84.93,0.9186,0.9219,0.9864,0.8653,0.8539,0.9513,0.9325,0.8386,0.9210,0.6732,0.8956,0.8683,0.9046
39,0.0284,0.6684,87.13,0.9320,0.9388,0.9917,0.8805,0.8832,0.9569,0.9406,0.8070,0.9848,0.7803,0.8571,0.9042,0.8988
40,0.0205,0.9102,84.44,0.9188,0.9344,0.9938,0.8707,0.8542,0.9367,0.9230,0.9272,0.9726,0.7549,0.8049,0.8832,0.7428
41,0.0356,1.1070,79.89,0.8986,0.9011,0.9840,0.8499,0.8143,0.9341,0.9080,0.8797,0.9027,0.7831,0.4863,0.9072,0.8671
42,0.0209,0.8735,86.01,0.9203,0.9228,0.9914,0.8559,0.8764,0.9472,0.9277,0.8386,0.9544,0.7944,0.7665,0.9371,0.8815
43,0.0247,0.7175,86.99,0.9274,0.9293,0.9912,0.8810,0.8762,0.9577,0.9293,0.8703,0.9878,0.8141,0.8077,0.8772,0.8728
44,0.0219,0.7534,86.74,0.9268,0.9368,0.9934,0.8777,0.8584,0.9566,0.9380,0.8766,0.9909,0.7746,0.8049,0.9281,0.8439
45,0.0250,0.7446,85.71,0.9242,0.9267,0.9932,0.8779,0.8747,0.9413,0.9312,0.8608,0.9878,0.7972,0.8269,0.8503,0.8295
46,0.0115,0.8673,86.20,0.9201,0.9296,0.9925,0.8637,0.8602,0.9452,0.9298,0.7342,0.9878,0.7775,0.9038,0.8473,0.9162
47,0.0384,0.7015,86.55,0.9270,0.9121,0.9925,0.8806,0.8834,0.9593,0.9340,0.7532,0.9726,0.8423,0.8242,0.8593,0.9393
48,0.0150,0.8704,86.01,0.9212,0.9298,0.9885,0.8666,0.8626,0.9524,0.9275,0.8070,0.9818,0.8479,0.8159,0.8713,0.8410
49,0.0128,0.9200,85.08,0.9178,0.9218,0.9919,0.8522,0.8710,0.9408,0.9290,0.7943,0.9422,0.8085,0.7582,0.9042,0.9046
50,0.0179,1.0958,82.09,0.9032,0.9170,0.9814,0.8380,0.8709,0.8925,0.9192,0.8734,0.9726,0.6676,0.8324,0.8713,0.7254
