epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
1,0.7754,0.6765,76.86,0.8436,0.8113,0.9765,0.7617,0.8083,0.8218,0.8820,0.5949,0.9301,0.7352,0.8132,0.7874,0.7428
2,0.5126,0.5408,81.46,0.8969,0.8708,0.9852,0.8391,0.8762,0.9134,0.8968,0.7975,0.9818,0.6873,0.8214,0.7275,0.8786
3,0.4294,0.4897,82.34,0.9183,0.9092,0.9860,0.8857,0.8741,0.9333,0.9213,0.8797,0.9878,0.7718,0.8132,0.8922,0.6127
4,0.3394,0.4447,84.25,0.9256,0.8995,0.9897,0.8995,0.8909,0.9491,0.9251,0.8576,0.9787,0.7437,0.8077,0.9521,0.7312
5,0.2754,0.4904,84.78,0.9221,0.9127,0.9835,0.9008,0.8889,0.9137,0.9328,0.7816,0.9240,0.8761,0.8434,0.7275,0.9277
6,0.2100,0.6472,80.23,0.9079,0.9026,0.9858,0.8490,0.8757,0.9053,0.9292,0.8259,0.9605,0.8085,0.8709,0.6377,0.7110
7,0.1573,0.5413,82.68,0.9091,0.8840,0.9805,0.8626,0.8608,0.9435,0.9232,0.7911,0.8997,0.7408,0.8462,0.7874,0.8960
8,0.1241,0.5057,84.74,0.9172,0.9202,0.9879,0.8484,0.8802,0.9248,0.9417,0.8006,0.9605,0.7972,0.7335,0.9012,0.9017
9,0.0866,0.5868,84.44,0.9147,0.9157,0.9909,0.8671,0.8701,0.9300,0.9143,0.9019,0.9726,0.6901,0.7995,0.9072,0.8150
10,0.0796,0.5883,83.46,0.9128,0.8976,0.9864,0.8713,0.8662,0.9203,0.9351,0.7563,0.9544,0.8197,0.8077,0.8323,0.8382
