epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
30,0.0412,0.7196,85.86,0.9196,0.9374,0.9920,0.8584,0.8382,0.9532,0.9386,0.8418,0.9909,0.7493,0.8104,0.8892,0.8815
31,0.0408,0.6229,86.01,0.9319,0.9498,0.9903,0.8736,0.8730,0.9530,0.9516,0.8734,0.9878,0.8056,0.8324,0.8234,0.8468
32,0.0371,0.6252,86.59,0.9323,0.9447,0.9897,0.8772,0.8661,0.9576,0.9584,0.8892,0.9878,0.7239,0.8297,0.8922,0.8873
33,0.0225,0.6793,88.55,0.9353,0.9527,0.9941,0.8775,0.8777,0.9554,0.9547,0.8861,0.9909,0.8056,0.8324,0.9311,0.8786
34,0.0297,0.6542,87.08,0.9327,0.9467,0.9901,0.8714,0.8741,0.9566,0.9574,0.8228,0.9696,0.8085,0.8654,0.8353,0.9249
35,0.0322,0.6488,87.67,0.9330,0.9453,0.9892,0.8827,0.8574,0.9681,0.9554,0.8323,0.9848,0.7831,0.8269,0.9281,0.9133
36,0.0403,0.6905,86.64,0.9279,0.9489,0.9938,0.8678,0.8569,0.9435,0.9566,0.8734,0.9818,0.7070,0.8077,0.9371,0.9075
37,0.0255,0.6898,87.18,0.9308,0.9388,0.9909,0.8775,0.8693,0.9583,0.9497,0.8228,0.9848,0.7887,0.8489,0.8832,0.9075
38,0.0111,0.7280,87.33,0.9340,0.9500,0.9879,0.8851,0.8723,0.9530,0.9558,0.9019,0.9909,0.8141,0.8324,0.8832,0.8295
39,0.0277,0.7761,84.44,0.9115,0.9453,0.9887,0.8083,0.8590,0.9132,0.9543,0.8544,0.9453,0.7775,0.7418,0.8593,0.9017
40,0.0296,0.7339,87.13,0.9310,0.9507,0.9929,0.8643,0.8723,0.9520,0.9538,0.8671,0.9605,0.8197,0.7995,0.8922,0.8988
41,0.0280,0.7693,84.83,0.9270,0.9475,0.9901,0.8711,0.8747,0.9392,0.9396,0.9272,0.8723,0.7127,0.8379,0.8802,0.8728
42,0.0351,0.6847,87.52,0.9306,0.9361,0.9903,0.8796,0.8858,0.9514,0.9404,0.8576,0.9939,0.8000,0.8407,0.8713,0.8960
43,0.0140,0.7159,87.62,0.9371,0.9513,0.9900,0.8807,0.8838,0.9569,0.9598,0.9114,0.9939,0.8366,0.8269,0.8802,0.8208
44,0.0109,0.7258,87.72,0.9326,0.9478,0.9905,0.8746,0.8695,0.9573,0.9557,0.8829,0.9878,0.7972,0.8049,0.9042,0.8988
45,0.0283,0.7102,87.52,0.9346,0.9522,0.9905,0.8794,0.8742,0.9525,0.9585,0.8829,0.9878,0.8028,0.8791,0.8174,0.8873
46,0.0226,0.7385,85.71,0.9343,0.9435,0.9922,0.8799,0.8716,0.9594,0.9591,0.8291,0.9848,0.8789,0.6951,0.8713,0.8960
47,0.0196,0.6915,88.01,0.9356,0.9429,0.9912,0.8808,0.8888,0.9569,0.9532,0.8354,0.9878,0.8366,0.8297,0.8862,0.9104
48,0.0120,0.8423,86.79,0.9289,0.9412,0.9874,0.8713,0.8759,0.9560,0.9416,0.8006,0.9818,0.7437,0.8462,0.9281,0.9133
49,0.0201,0.7316,87.43,0.9313,0.9452,0.9911,0.8743,0.8703,0.9543,0.9528,0.8481,0.9848,0.8056,0.8489,0.8683,0.8960
50,0.0275,0.7491,87.43,0.9297,0.9383,0.9927,0.8711,0.8669,0.9594,0.9501,0.8797,0.9787,0.8592,0.7637,0.8892,0.8873
