epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
1,0.9708,0.8523,70.11,0.8077,0.8198,0.9297,0.7354,0.7553,0.8029,0.8034,0.7753,0.9757,0.7775,0.5000,0.8293,0.3815
2,0.6782,0.7695,72.26,0.8395,0.7908,0.9671,0.8251,0.7783,0.8451,0.8304,0.6835,0.9818,0.8620,0.6044,0.4551,0.7514
3,0.5767,0.6721,76.22,0.8712,0.8914,0.9783,0.8094,0.8096,0.8489,0.8898,0.8165,0.8237,0.6479,0.5192,0.9431,0.8526
4,0.5159,0.4684,82.14,0.9085,0.9244,0.9881,0.8465,0.8647,0.9177,0.9097,0.8513,0.8967,0.7944,0.7170,0.8832,0.8006
5,0.4721,0.4759,83.37,0.9119,0.9133,0.9845,0.8839,0.8716,0.9114,0.9067,0.7025,0.8784,0.8394,0.8214,0.8323,0.9191
6,0.4311,0.4375,83.95,0.9285,0.9214,0.9915,0.8953,0.8846,0.9418,0.9363,0.9051,0.9696,0.8817,0.7060,0.8713,0.7225
7,0.3860,0.4876,83.32,0.9112,0.9047,0.9832,0.8711,0.8552,0.9322,0.9207,0.7089,0.9757,0.8141,0.8626,0.7784,0.8526
8,0.3822,0.3995,86.25,0.9341,0.9394,0.9925,0.8937,0.8870,0.9540,0.9380,0.8418,0.9939,0.8479,0.8242,0.8413,0.8324
9,0.3321,0.4435,84.05,0.9313,0.9395,0.9851,0.8962,0.8885,0.9376,0.9411,0.9177,0.9787,0.7042,0.8462,0.8862,0.7283
10,0.3186,0.4467,85.32,0.9306,0.9392,0.9913,0.8857,0.8876,0.9367,0.9433,0.8165,0.9787,0.6901,0.9451,0.7754,0.9133
11,0.2934,0.3962,86.69,0.9377,0.9363,0.9909,0.8963,0.8930,0.9622,0.9477,0.8639,0.9362,0.8901,0.8159,0.8293,0.8699
12,0.2564,0.4674,85.37,0.9254,0.9317,0.9885,0.8907,0.8737,0.9243,0.9435,0.8323,0.9696,0.7803,0.9093,0.7904,0.8410
13,0.2348,0.4756,85.03,0.9332,0.9378,0.9878,0.8977,0.8876,0.9411,0.9470,0.8829,0.9909,0.8479,0.7308,0.8683,0.7977
14,0.2021,0.3998,86.25,0.9364,0.9415,0.9925,0.8900,0.8877,0.9538,0.9529,0.8101,0.9696,0.7521,0.8901,0.8443,0.9104
15,0.1897,0.5195,84.00,0.9185,0.9112,0.9835,0.8773,0.8740,0.9416,0.9236,0.6962,0.9878,0.7634,0.8324,0.8593,0.8988
16,0.1485,0.5260,85.27,0.9287,0.9103,0.9899,0.8882,0.8861,0.9567,0.9413,0.6962,0.9848,0.6986,0.9066,0.8772,0.9480
17,0.1296,0.4466,86.50,0.9405,0.9413,0.9901,0.8981,0.8951,0.9675,0.9506,0.9019,0.9878,0.8028,0.8791,0.8503,0.7775
18,0.1127,0.6143,85.18,0.9206,0.9298,0.9903,0.8456,0.8853,0.9368,0.9358,0.8228,0.8875,0.7831,0.7857,0.9162,0.9220
19,0.0958,0.5500,86.06,0.9284,0.9323,0.9923,0.8827,0.8828,0.9374,0.9429,0.7373,0.9818,0.8310,0.8214,0.8743,0.9162
20,0.0765,0.5212,86.89,0.9406,0.9453,0.9934,0.8942,0.8887,0.9639,0.9582,0.8259,0.9909,0.8958,0.7692,0.8473,0.8902
21,0.0762,0.5690,86.69,0.9306,0.9416,0.9900,0.8769,0.8701,0.9575,0.9473,0.8133,0.9878,0.7352,0.8407,0.8952,0.9364
22,0.0615,0.5428,86.94,0.9351,0.9394,0.9905,0.8865,0.8871,0.9528,0.9541,0.7722,0.9787,0.7746,0.8901,0.8653,0.9335
23,0.0678,0.5193,86.99,0.9347,0.9490,0.9918,0.8781,0.8770,0.9562,0.9561,0.8576,0.9878,0.7887,0.8379,0.8862,0.8699
24,0.0620,0.6127,86.30,0.9291,0.9307,0.9904,0.8889,0.8681,0.9539,0.9429,0.8734,0.9605,0.8254,0.8132,0.8743,0.8410
25,0.0562,0.5911,87.18,0.9321,0.9444,0.9943,0.8719,0.8711,0.9549,0.9559,0.8671,0.9939,0.7521,0.8654,0.8802,0.8815
