epoch,train_loss,val_loss,val_acc,mAP,AP_class0,AP_class1,AP_class2,AP_class3,AP_class4,AP_class5,ACC_class0,ACC_class1,ACC_class2,ACC_class3,ACC_class4,ACC_class5
1,0.8412,0.7478,72.36,0.8371,0.7934,0.9567,0.8394,0.8125,0.8182,0.8025,0.8892,0.8085,0.7690,0.7170,0.6287,0.5434
2,0.5555,1.6651,50.49,0.7526,0.7239,0.8669,0.8067,0.6064,0.8121,0.6997,0.9272,0.0274,0.5577,0.1401,0.9401,0.4827
3,0.4545,0.5237,81.85,0.8981,0.9031,0.9810,0.8369,0.8556,0.9163,0.8955,0.8449,0.9362,0.7014,0.7995,0.7964,0.8439
4,0.3719,0.4500,83.90,0.9182,0.9167,0.9859,0.8793,0.8777,0.9337,0.9158,0.8671,0.9757,0.7352,0.8819,0.7994,0.7832
5,0.3035,0.4916,84.00,0.9156,0.9071,0.9837,0.8878,0.8830,0.9173,0.9145,0.7816,0.9240,0.8732,0.7885,0.8204,0.8526
6,0.2365,0.6033,81.02,0.8900,0.8316,0.9790,0.8447,0.8617,0.9246,0.8981,0.6741,0.9362,0.7183,0.8269,0.7575,0.9422
7,0.1970,0.5253,82.29,0.9086,0.8730,0.9817,0.8701,0.8786,0.9384,0.9095,0.8165,0.8906,0.7183,0.7775,0.8952,0.8497
8,0.1500,0.4888,85.23,0.9214,0.9134,0.9888,0.8787,0.8708,0.9555,0.9213,0.8196,0.9514,0.7211,0.8324,0.9521,0.8468
9,0.1176,0.6511,81.21,0.9043,0.8981,0.9878,0.8354,0.8765,0.9102,0.9177,0.6108,0.9514,0.7070,0.8159,0.8892,0.8931
10,0.0887,0.6749,82.83,0.9020,0.8853,0.9874,0.8548,0.8538,0.9321,0.8984,0.8449,0.9726,0.7352,0.8352,0.7874,0.8035
11,0.0908,0.7408,80.87,0.9037,0.8689,0.9905,0.8687,0.8691,0.9271,0.8978,0.5000,0.9483,0.7915,0.8407,0.8293,0.9220
12,0.0626,0.6128,84.34,0.9155,0.9067,0.9902,0.8695,0.8764,0.9288,0.9212,0.8323,0.9818,0.8225,0.8214,0.7904,0.8179
13,0.0467,0.6696,81.31,0.9083,0.9037,0.9825,0.8786,0.8415,0.9301,0.9137,0.7722,0.8602,0.7296,0.7005,0.9311,0.8960
14,0.0396,0.7218,83.12,0.9126,0.8969,0.9864,0.8849,0.8510,0.9486,0.9081,0.8829,0.9666,0.6507,0.8049,0.9341,0.7688
15,0.0255,0.6255,84.83,0.9223,0.9213,0.9877,0.8744,0.8852,0.9518,0.9135,0.8734,0.9696,0.7915,0.8516,0.8683,0.7457
16,0.0215,0.6659,85.23,0.9190,0.9109,0.9863,0.8673,0.8817,0.9483,0.9196,0.8101,0.9666,0.8141,0.8022,0.8713,0.8555
17,0.0201,0.6561,84.98,0.9184,0.9192,0.9886,0.8705,0.8768,0.9384,0.9170,0.8291,0.9635,0.8225,0.7500,0.9162,0.8295
18,0.0157,0.6399,85.76,0.9193,0.9217,0.9898,0.8493,0.8823,0.9453,0.9272,0.8070,0.9787,0.7352,0.8489,0.9281,0.8555
19,0.0146,0.6311,85.52,0.9244,0.9333,0.9898,0.8612,0.8797,0.9533,0.9290,0.8734,0.9726,0.7437,0.8736,0.8473,0.8295
20,0.0148,0.6381,85.81,0.9219,0.9204,0.9886,0.8772,0.8743,0.9454,0.9257,0.8228,0.9757,0.8056,0.8407,0.8623,0.8468
21,0.0109,0.6059,85.91,0.9265,0.9263,0.9913,0.8862,0.8725,0.9584,0.9244,0.8165,0.9848,0.8113,0.8379,0.8862,0.8237
22,0.0062,0.5959,86.59,0.9301,0.9308,0.9873,0.8934,0.8837,0.9551,0.9307,0.8196,0.9757,0.8479,0.8379,0.8653,0.8526
23,0.0060,0.6015,86.74,0.9266,0.9312,0.9901,0.8746,0.8816,0.9468,0.9354,0.8576,0.9787,0.8000,0.8297,0.8802,0.8671
24,0.0061,0.5638,87.33,0.9342,0.9295,0.9893,0.8930,0.8956,0.9590,0.9389,0.8418,0.9787,0.8254,0.8379,0.9042,0.8584
25,0.0042,0.6418,85.42,0.9242,0.9260,0.9895,0.8860,0.8723,0.9440,0.9272,0.8481,0.9848,0.8254,0.8516,0.8204,0.8006
26,0.0045,0.6047,86.94,0.9289,0.9327,0.9860,0.8830,0.8856,0.9491,0.9369,0.8228,0.9757,0.8338,0.8214,0.9102,0.8584
27,0.0038,0.5885,86.89,0.9336,0.9321,0.9875,0.8928,0.8948,0.9533,0.9411,0.8386,0.9787,0.7944,0.8626,0.8832,0.8613
28,0.0045,0.5977,87.04,0.9310,0.9329,0.9884,0.8835,0.8828,0.9577,0.9406,0.8386,0.9757,0.7718,0.8571,0.8952,0.8902
29,0.0023,0.5878,87.18,0.9332,0.9359,0.9887,0.8831,0.8894,0.9605,0.9415,0.8449,0.9818,0.7859,0.8709,0.8892,0.8642
30,0.0019,0.5775,87.33,0.9348,0.9339,0.9891,0.8937,0.8971,0.9563,0.9388,0.8513,0.9757,0.8197,0.8352,0.8832,0.8815
31,0.0027,0.5969,87.87,0.9330,0.9334,0.9893,0.8840,0.8919,0.9600,0.9396,0.8196,0.9848,0.8310,0.8434,0.9102,0.8873
32,0.0027,0.5921,86.69,0.9336,0.9290,0.9895,0.8902,0.8951,0.9619,0.9359,0.8576,0.9848,0.7887,0.8599,0.9012,0.8179
33,0.0017,0.5868,86.89,0.9345,0.9330,0.9900,0.8892,0.8928,0.9633,0.9384,0.8671,0.9878,0.8169,0.8297,0.8952,0.8266
34,0.0014,0.5922,87.18,0.9346,0.9327,0.9892,0.8914,0.8904,0.9642,0.9393,0.8259,0.9878,0.8197,0.8434,0.8922,0.8671
35,0.0012,0.5861,86.99,0.9347,0.9345,0.9891,0.8890,0.8948,0.9626,0.9381,0.8354,0.9878,0.7972,0.8626,0.8922,0.8497
36,0.0013,0.5930,87.08,0.9351,0.9349,0.9891,0.8933,0.8923,0.9630,0.9383,0.8354,0.9878,0.8169,0.8516,0.8952,0.8439
37,0.0013,0.6071,87.43,0.9337,0.9332,0.9889,0.8900,0.8945,0.9585,0.9371,0.8133,0.9787,0.8056,0.8571,0.9012,0.8931
38,0.0016,0.5935,87.52,0.9344,0.9320,0.9893,0.8914,0.8957,0.9589,0.9390,0.8608,0.9848,0.8141,0.8462,0.8802,0.8728
39,0.0015,0.6331,87.13,0.9308,0.9292,0.9886,0.8926,0.8887,0.9528,0.9329,0.8228,0.9848,0.8423,0.8159,0.9072,0.8613
40,0.0012,0.6035,87.72,0.9334,0.9276,0.9884,0.8937,0.8964,0.9577,0.9364,0.8354,0.9818,0.8113,0.8599,0.8982,0.8815
41,0.0014,0.5989,87.77,0.9345,0.9303,0.9893,0.8960,0.8970,0.9588,0.9357,0.8703,0.9818,0.8197,0.8489,0.8922,0.8613
42,0.0012,0.6004,87.82,0.9351,0.9329,0.9899,0.8920,0.8976,0.9573,0.9408,0.8228,0.9787,0.8197,0.8571,0.9072,0.8873
43,0.0011,0.6059,87.62,0.9347,0.9315,0.9888,0.8947,0.8981,0.9574,0.9377,0.8291,0.9818,0.8028,0.8654,0.8922,0.8902
44,0.0010,0.6259,87.28,0.9330,0.9303,0.9901,0.8932,0.8975,0.9479,0.9389,0.8386,0.9848,0.8225,0.8379,0.8772,0.8815
45,0.0013,0.6020,87.72,0.9348,0.9296,0.9908,0.8938,0.8964,0.9584,0.9397,0.8291,0.9848,0.8338,0.8324,0.9072,0.8815
46,0.0010,0.6011,87.38,0.9344,0.9306,0.9907,0.8916,0.8942,0.9598,0.9396,0.8323,0.9848,0.8225,0.8379,0.8922,0.8786
47,0.0011,0.6276,87.13,0.9327,0.9286,0.9909,0.8879,0.8911,0.9574,0.9402,0.8259,0.9787,0.8000,0.8516,0.8802,0.8960
48,0.0014,0.6409,87.62,0.9325,0.9272,0.9916,0.8898,0.8907,0.9626,0.9333,0.8196,0.9818,0.7831,0.8626,0.9132,0.9017
